ClientName,ProjectName,PinNumber
Shadowbox Learning Services,Quote - 160809-1,CA/1104/34360
Shadowbox Learning Services,Job- 161102,CA/1104/54631
Shadowbox Learning Services,Quote - 161104-1,CA/1104/54640
Shadowbox Learning Services,Job- 161110,CA/1104/54658
Amway,Video for Silver Forum,IN/1057/34183
Amway,Short Nuggets development for OTS for Amway,IN/1057/34188
Amway,OTS Courses,IN/1057/34269
Amway,"Multiple projects scoping for Localization, mobile version and eLearning module",IN/1057/33598
VE Commercial Vehicles Limited,Interactive Videos,IN/1252/33662
VE Commercial Vehicles Limited,iLearn Walkthrough eModule,IN/1252/33786
Macquarie Global Services Private Limited.,ET refresher module,IN/1284/33602
Atlas Copco Business Services nv. ,Effort Estimate for L1 content,BE/21624/34187
Husqvarna AB,8D Training ,SE/21634/33568
Elitecore Technologies Pvt. Ltd.,Custom content development for VoMS functional training,IN/21707/33955
Shriram Pistons & Rings Limited,Duration estimation of various courses,IN/21710/33958
Pepsico,Insights- The PepsiCo India Data Warehouse,IN/21728/34008
Pepsico,Treasury 101,IN/21796/34201
Amway US,Study and Recommendation for localization friendly courses development,US/11463/12793
Husqvarna AB,8D Training,SE/21634/33696
Macquarie Group Services Australia PTY LTD,Modules on Micro Strategy,AU/21600/33459
Hindustan Coca Cola Beverages Private Limited,SCORM Packaging,IN/1022/2037
Hindustan Coca Cola Beverages Private Limited,Induction Module,IN/1022/1024
Hindustan Coca Cola Beverages Private Limited,Right Execution Standards,IN/1022/1744
Amway,Renewing Peel - Autobuffering and Exe Creation,IN/1057/1081
Amway,Power tips,IN/1057/1090
Amway,FAQ - Tough Questions,IN/1057/1091
Amway,Legal Animation,IN/1057/1193
Amway,Basic Compensation,IN/1057/1430
Amway,CR - Personal Care and Product Range,IN/1057/1431
Amway,Ideal Radiance,IN/1057/1531
Amway,Localization of Legal Animation,IN/1057/1623
Amway,Why Kids Supplementaion,IN/1057/1638
Amway,Kids diet report card,IN/1057/1639
Amway,Diet Report Card Mobile Version,IN/1057/1643
Amway,Flipbook Creation,IN/1057/1780
Amway,Transfer of source-files,IN/1057/1979
Amway,Satnique Collection,IN/1057/1997
Amway,Anti Wrinkle Firming Serum,IN/1057/2284
Amway,Youth Extended,IN/1057/1082
Amway,Training Grid Animation - CR,IN/1057/1077
Amway,ITTO Module 1 and 2 - Enhanced Duration,IN/1057/1078
Amway,ITTO Module 1 and 2,IN/1057/1079
Amway,ITTO Module 1 and 2 Localization,IN/1057/1126
Amway,Basic Compensation,IN/1057/33195
Amway,ILT Development for 24 hours,IN/1057/33434
Amway,Single Pager for all Products in HTML 5,IN/1057/33435
Amway,New Silver Certification,IN/1057/33564
Amway,ITTO CR ,IN/1057/33823
Amway,Layout Design,IN/1057/33988
Amway,ILS Video,IN/1057/34069
Amway,CR in Basic Compensation,IN/1057/34070
Amway,DTB Review,IN/1057/34073
Amway,HTML Template,IN/1057/34098
Amway,ILT for Body Key,IN/1057/34252
Amway,50 LH ILT Development,IN/1057/44410
Amway,Ideal radiance mobile versions,IN/1057/1532
Amway,Localization - Product Range,IN/1057/1533
Amway,Silver certification,IN/1057/1779
Amway,Simulation for Website,IN/1057/1866
Amway,Personal Care CR,IN/1057/22871
Amway,Changes in Joy Animation,IN/1057/33190
Amway,Development of 2-4 mins nuggets in HTML 5,IN/1057/33197
Amway,Tough Questions Redevelopment,IN/1057/33302
Amway,New ABO,IN/1057/33563
Amway,Various Projects,IN/1057/44528
Amway,Localization of 31 modules,IN/1057/2567
Amway,Tamil localization of 23 modules,IN/1057/2568
Amway,Hindi localization of 4 modules of Artistry course,IN/1057/2569
Amway,All Plant Protien,IN/1057/22845
Amway,Development and localization of short eLearning Nuggets (2-4 Mins) for 24 Products  of Nutrilite category in HTML 5,IN/1057/33720
Amway,Localization of 22 short Nuggents in 3 languages,IN/1057/33721
Amway,CR in 22 Nuggets,IN/1057/34067
Amway,CR in All Plant Protien,IN/1057/34068
Amway,Bodykey eLearning,IN/1057/34255
Amway,OTS Courses,IN/1057/44406
Amway,20 LH of WBT,IN/1057/44411
Amway,CR for 1 pager,IN/1057/44588
Amway,New ABO Online Registration Process,IN/1057/54619
PepsiCo India Holdings Private Limited,Insurance and Claims,IN/1077/1148
PepsiCo India Holdings Private Limited,P and L for Bev,IN/1077/1150
PepsiCo India Holdings Private Limited,SAP CR,IN/1077/1151
PepsiCo India Holdings Private Limited,COA Course CR,IN/1077/1278
PepsiCo India Holdings Private Limited,BIS e-course CR,IN/1077/1372
PepsiCo India Holdings Private Limited,Courses for Legal - Foods & Sales,IN/1077/1440
PepsiCo India Holdings Private Limited,Mentorship Training,IN/1077/1745
PepsiCo India Holdings Private Limited,Withholding tax e-course,IN/1077/1804
PepsiCo India Holdings Private Limited,SAMNA,IN/1077/1233
PepsiCo India Holdings Private Limited,eLearning Modules for HR,IN/1077/2773
PepsiCo India Holdings Private Limited,Travel and Entertainment Expenses,IN/1077/1207
PepsiCo India Holdings Private Limited, CRS e-course,IN/1077/1371
PepsiCo India Holdings Private Limited,Authority Matrix,IN/1077/1952
PepsiCo India Holdings Private Limited,Induction - Life Board Game,IN/1077/1114
Fresenius Kabi Oncology Limited,FKOL induction,IN/1078/1115
Central Bank of India,Content Projects,IN/1136/33307
Mahindra & Mahindra-Automotive,Sankalp Process,IN/1168/1470
Tata Communications Limited,Product Training for Sales Engineers,IN/1215/1946
Tata Communications Limited,Sales Training Module Development,IN/1215/2497
Tata Communications Limited,Diversity and Inclusion,IN/1215/33358
Tata Communications Limited,SMAC,IN/1215/33446
Cairn India Limited,Success Factors Training,IN/1249/2138
VE Commercial Vehicles Limited,Interactive Shop Manual,IN/1252/33491
VE Commercial Vehicles Limited,Warranty manual,IN/1252/2478
Macquarie Global Services Private Limited.,Application training ,IN/1284/2161
Macquarie Global Services Private Limited.,ET Refresher Module,IN/1284/33872
AEGON Religare Life Insurance Company Limited ,CR in AML Course,IN/1434/2640
Mahindra Comviva,Induction Module Development,IN/21568/33329
Hindustan Unilever,Unicode Animation,IN/21569/33954
Atlas Copco Business Services nv. ,"Scroll TEch, SF Product, Refrigerant Dryer, F Dryer",BE/21624/34016
Atlas Copco Business Services nv. ,30W Industrial Air,BE/21624/33794
Atlas Copco Business Services nv. ,"Piston, VDS eLearning",BE/21624/34293
Atlas Copco Business Services nv. ,Filter Products and Filter Technology,BE/21624/44405
Atlas Copco Business Services nv. ,Condensate Treatment ,BE/21624/44433
Atlas Copco Business Services nv. ,"AQ Technology, AQ15-55, GA30",BE/21624/44483
Atlas Copco Business Services nv. ,Adsorption Dryer and CD & CD Dryer,BE/21624/44606
Atlas Copco Business Services nv. ,BD eLearning,BE/21624/54697
Atlas Copco Business Services nv. ,Voice Over Recording for various existing eLearnings,BE/21624/54914
Atlas Copco Airpower nv.,15 Modules ,BE/31923/44608
SSP Group Limited,BSP eLearning,GB/1330/33942
SSP Group Limited,Localization 4 Courses,GB/1330/22878
Roundtable Media Group,Localization of Video in French ,US/11514/33505
Nasdaq,Pre-Sales Activities ,US/11525/33488
Medibank,"e-courses on Arrears, Premium & Case Management ",AU/21612/54882
Medibank,eCourse Development on Hard Bargains and Aggressive Competition,AU/21612/33496
Three Learning,Media work in Adobe edge,SG/21613/33497
The Entrust Group,Revamp Series of Courses ,US/21616/33506
Standard Chartered Bank,Presales activities ,SG/21622/33532
Standard Chartered Bank,Recovery and Resolution Planning ,SG/21622/34312
Standard Chartered Bank,Fraud Risk Course - Localization,SG/21622/34315
Alternatively Legal ,Compliance Videos Creation,AU/21647/33646
Ricoh Americas ,Higher Education 101 ,US/21828/44436
Ricoh Americas ,Ricoh - Global Presales PIN,US/21828/44443
Ricoh Americas ,Introduction to SLG Sales ,US/21828/44591
Axial Group ,Digitization of Assessments ,AU/21854/34372
Axial Group ,"Certificate III, Assessment Digitization",AU/21854/44579
Astute Doctor,Changes to the existing Course ,AU/1030/54784
Citrix Australia,Second Set of Trouble Traps Videos using iCLone,AU/1213/2359
ACP Computer Training School,Changes of FLAs and Audio Recording,SG/1356/2379
UBS,Development of an enhanced eLecture,CH/11479/33466
A-CAMS,e-Courses Conversion to HTML5,US/11481/22975
Roundtable Media Group,POC Development ,US/11514/23070
Roundtable Media Group,French Translation Project ,US/11514/33631
Nasdaq,e-Course Development on mycareer framework tool,US/11525/33202
Nasdaq,6 Courses Development in Storyline ,US/11525/33351
Nasdaq,e-Course Development on Coaching for Success,US/11525/33399
Nasdaq,Interview Skills eCourse,US/11525/33613
Standard Chartered Bank,E-Course Development on Risk Management ,SG/21622/33984
Standard Chartered Bank,CIB Simulations ,SG/21622/34131
Standard Chartered Bank,Personal and Premium Program ,SG/21622/34144
Standard Chartered Bank,Voice BioMetric,SG/21622/44570
Standard Chartered Bank,Video Development for Workbench Application ,SG/21622/44587
Standard Chartered Bank,Corporate and Commercial Client Portal ,SG/21622/54818
Standard Chartered Bank,ICDD Change Management Program ,SG/21622/44529
Standard Chartered Bank,ITO Induction Program ,SG/21622/54687
Standard Chartered Bank,CBEM Training Program ,SG/21622/54797
Standard Chartered Bank,One Bank CDD Alignment Program - Digital Modules Development ,SG/21622/54932
Standard Chartered Bank,Fraud Risk Module ,SG/21622/34171
Standard Chartered Bank,Fraud Risk Course - Localization,SG/21622/34316
Standard Chartered Bank,Name Screening e-course and Localization into Chinese ,SG/21622/54670
Standard Chartered Bank,Cybersafe Assessments,SG/21622/54714
Standard Chartered Bank,TB Sales Interactive Infographics Development ,SG/21622/54782
Steelcase,Storyline Variables ,US/21641/44424
Ricoh Americas ,Federal Pricing ,US/21828/34303
Ricoh Americas ,Challenges to Strategies ,US/21828/34305
Ricoh Americas ,e-course Development on Higher Education ,US/21828/44533
SSP Group Limited,Anti-Bribery and Corruption eLearning,GB/1330/33168
SSP Group Limited,Anti-Bribery and Corruption Spanish EU Localization,GB/1330/33400
SSP Group Limited,Fire safety eLearning,GB/1330/33413
SSP Group Limited,BSP eLearning,GB/1330/33964
SSP Group Limited,Customer Service eLearning Rework,GB/1330/33987
SSP Group Limited,Health & Safety,GB/1330/2274
SSP Group Limited,3 short courses,GB/1330/2604
AIMVIC,Coaching different personalities and planning for success,AU/1018/1014
FPMS,PMP Course ,AU/1027/1093
FPMS,CR- PRINCE2 Course Development,AU/1027/1031
FPMS,Assessment Manual ,AU/1027/1065
Astute Doctor,CR  Courses 1 to 7 ,AU/1030/1053
Astute Doctor,Voice Over Recording,AU/1030/1269
Astute Doctor,Course 8 - AD Education Program,AU/1030/1283
Astute Doctor,Audio Recording ,AU/1030/1543
Astute Doctor,Localization of Astute Doctor Courses,AU/1030/1976
Astute Doctor,NHDS - Modifications in all the 8 AD courses,AU/1030/2145
Astute Doctor,Posttest Creation for the Existing courses ,AU/1030/33928
AVANA,Tourism Link e-Course,AU/1070/1099
AVANA,WCV - SCORM Preview,AU/1070/1215
AVANA,Audio recording for WCV Course ,AU/1070/1300
AVANA,Avana - Ridges Service Ready - 30 minute Version,AU/1070/1383
AVANA,Updates in the Rydges Course,AU/1070/1854
The eLearning eXperts,Storyline Courses Development for Wise Education,AU/1094/1162
Learning Seat,CR -  Nuance Phase 2,AU/1110/1294
Learning Seat,Nuance Phase II - CR,AU/1110/1214
Eassure,R FILES RECORD KEEPING RESPONSIBILITIES,AU/1144/1369
Eassure,CR - Record keeping Responsiblities,AU/1144/1501
Eassure,Adding of the Pre-Loader in the course,AU/1144/1677
Eassure,CR - Rfiles Course ,AU/1144/2345
Eassure,RM Non Cartoon Series eCourses Development ,AU/1144/34061
Eassure,Information Security & Records Management Awareness Courses Development in Content Studio,AU/1144/2468
Eassure,updates on the RM Awareness Course ,AU/1144/33268
Intellitrain,e-Learning Courses Development ,AU/1186/1529
Citrix Australia,Sales Trouble Traps Animation Development,AU/1213/1612
Citrix Australia,Localization of Sales Trouble Traps Videos,AU/1213/1770
eLuminate Training,Re-sizing of Rail Route Knowledge Course,AU/1216/2192
Obvious Choice,Animated Video Creation,AU/1229/1924
Obvious Choice,Animated Video Development,AU/1229/2500
Australian Red Cross Blood Service ,eCourse Development on Chemical Safety ,AU/1230/1741
SAI Global ,Static Characters Development,AU/1277/2126
SAI Global ,WHS eCourse Development ,AU/1277/2118
Fitness First,eCourse on Fitness First Privacy Policy ,AU/1296/2009
Fitness First,OHS  & Sales Modules Development ,AU/1296/2477
Community West,HACC Course Development,AU/1299/2117
PM-Partners Group,eCourse Development on PM Essentials ,AU/1302/2372
Sydney Water,Level 1 - Maximo Awareness Training,AU/1305/2240
Upskilled,Whiteboard Animation on Florist Scenario,AU/1339/2212
Endeavour Training ,SCORMing of Clinical Supervision Courses,AU/1345/2169
Endeavour Training ,Train Accident Animation Development,AU/1345/2335
Endeavour Training ,Updates to the Paramedic Course - Midwives & Nurses,AU/1345/2352
Medibank,CCA Module Development ,AU/21612/54868
Medibank,"e-courses Development on Arrears, Premium & Case Management ",AU/21612/54883
Medibank,e-course on Hospital Part 1,AU/21612/54952
Medibank,Customer Journey e-course ,AU/21612/55005
Axial Group ,FT Mechanics Assessments Digitization,AU/21854/54705
Genpact,Translation of Documents from Danish to English ,IN/1043/2253
Genpact,M&F - Reinsurance eLearning,IN/1043/2323
Genpact,Amazon - Phase 2 Development,IN/1043/2376
Genpact,Amazon - Phase 1 Changes,IN/1043/2378
Genpact,SCM & Finance Modules Development,IN/1043/2374
iGate,Proposal Translation in French,IN/1116/1231
JLL,Business Intelligence,IN/1355/34332
Philips Lighting,French Localization of Salesforce PPTs and Docs,NL/1107/1205
Bright Alley,Oyakudachi Game Conversion from Flash to HTML,NL/1129/1281
Foodstep,eCourses Conversion from EasyGenerator to Storyline,NL/1169/1569
Foodstep,Atlant - eCourse development in Storyline,NL/1169/1720
Foodstep,HACCP Course Development in Storyline,NL/1169/2124
Harting ,e-Course Development on har-flexicon,DE/11515/33126
Savant Learning Systems,Criminal Interdiction Course,US/1038/1129
Savant Learning Systems,CI Course - CM,US/1038/1404
AchieveForum,Planning for Performance Discussions and Building Team Pride and Purpose ,US/1039/1097
Antidote CME,Evidence based Wound Care Mangement Course,US/1072/1157
Abbvie,Adverse Event Reporting,US/1123/1312
Training Byte Size,PRICE2 - Re-purposing,GB/1114/1305
Save The Children UK,Kidnapping and hostage survival,GB/21556/33309
Kerdon Consulting,Sparrow 8,IE/1142/1356
City Learning,ILCU Course Conversion,GB/1390/2586
City Learning,Danske DP Northern,GB/1390/2722
City Learning,Question Templates,GB/1390/22851
Leading Edge Group,Lean 101,IE/21558/33377
Leading Edge Group,Video Compression,IE/21558/33522
Dominos,2 Courses - FOOD SAMPLING AND ANALYSIS UNDER and CORPORATE AFFAIRS,IN/1205/33754
Larsen and Toubro,Soft skill courses,IN/1220/33561
Toyota Kirloskar Motor Private Limited,Effort estimation for Sankalp,IN/1311/54822
Aditya Birla Finance Limited,e-Induction Development,IN/1314/33860
Godrej Consumer Products Limited ,Disha Handheld,IN/1349/33659
Godrej Consumer Products Limited ,Disha App Training Modules,IN/1349/34000
Dunkin Donuts,PoC Creation on Home Delivery Crew,IN/21607/33486
Crisil,On-site ID resource,IN/21645/33637
Mahindra Finance,Localization of Drona Digital,IN/21681/34355
MSCI,e-Course Index Business Training Programme,IN/21685/33844
NeGD,Social media video,IN/21705/34272
CavinKare,Induction Module,IN/1045/1254
HDFC Ltd.,Business Development Subjects,IN/1050/1293
Allied Blenders and Distillers,Induction Module Development,IN/1131/1292
Hindustan Unilever Limited,Business and Financial Acumen,IN/1188/1633
Hindustan Unilever Limited,Retail and Merchandising,IN/1188/1657
Hindustan Unilever Limited,Business Simulation for RS Appointment,IN/1188/1680
Hindustan Unilever Limited,GT Skills,IN/1188/1782
Hindustan Unilever Limited,What We Do,IN/1188/2306
Marico,Induction Module Development,IN/1203/1807
ACL Mobile,Custom Content Devlopment on Sales Topics,IN/1204/1586
ACL Mobile,Animation Development,IN/1204/1688
ACL Mobile,CR in Axiom Video,IN/1204/23092
Dominos,Custom Content Devlopment on Sexual Harassment and Whistle Blow Policy,IN/1205/1590
Dominos,Custom Content Devlopment on PMS module for people managers.,IN/1205/1589
Dominos,Virtual Tour Based Induction Module,IN/1205/2546
Dominos,Exotic Italian Pizza,IN/1205/33136
Dominos,Induction Module,IN/1205/2278
Dominos,5 Compliance & Policies Courses,IN/21599/33737
Dominos,Code of Conduct Course,IN/1205/33552
Dominos,Food Sampling & Analysis and Corporate Affairs,IN/1205/33947
Honda Motorcycle & Scooter India Pvt. Ltd.,Various content work for dealer sales employees,IN/1218/54786
Honda Motorcycle & Scooter India Pvt. Ltd.,Custom content development - Next 4 years PIN,IN/1218/54854
Larsen and Toubro,43 LH HTML 5 conversion project,IN/1220/22869
Larsen and Toubro,59LH - Conversion Flash to HTML,IN/1220/33944
Larsen and Toubro,Ready Soft Skills e-Learning Modules,IN/1220/1679
Bharti AXA GI,OTS Courses,IN/1304/2061
Toyota Kirloskar Motor Private Limited,Induction Module Development,IN/1311/2272
Toyota Kirloskar Motor Private Limited,Application Training,IN/1311/44612
Aditya Birla Finance Limited,Induction Module Development,IN/1314/2131
Central Square Foundation,Video Localization,IN/1335/33442
Mahindra Finance,"Induction Module - Discovery, content development and gamification APP",IN/21681/33832
